manter_a,manter_b,dham,res_a,res_b,motivo
D:\MÍDIA\2016\2016-10\2016-10-29 23.43.17 [2e0c97e3].jpg,D:\MÍDIA\2016\2016-10\2016-10-29 23.43.15 [01cef3cf].jpg,1,2988x5312,2988x5312,rajada/incerto
D:\MÍDIA\2013\2013-07\2013-07-23 16.08.23 [3b30b5d7].jpg,D:\MÍDIA\2013\2013-07\2013-07-23 16.08.21 [bda4afcb].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2014\2014-01\2014-01-12 15.23.40 [d8ae3f6b].jpg,D:\MÍDIA\2014\2014-01\2014-01-12 15.23.37 [a14e7399].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2014\2014-07\2014-07-19 12.46.06 [27b69c00].jpg,D:\MÍDIA\2014\2014-07\2014-07-19 12.46.08 [9dce19ec].jpg,1,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2014\2014-09\2014-09-22 13.43.23 [40693f54].jpg,D:\MÍDIA\2014\2014-09\2014-09-22 13.43.25 [8015b13c].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2014\2014-12\2014-12-31 23.01.02 [a927a103].jpg,D:\MÍDIA\2014\2014-12\2014-12-31 23.01.04 [72c1004a].jpg,3,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2014\2014-12\2014-12-31 23.01.03 [bcbc8299].jpg,D:\MÍDIA\2014\2014-12\2014-12-31 23.01.04 [72c1004a].jpg,2,4208x3120,4208x3120,rajada/incerto
D:\MÍDIA\2023\2023-12\2023-12-27 [84e2a00d].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\Eu e mamãe [019e971e].jpg,1,800x600,800x600,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\Foto de Maurício Chiaramonte 2 [d0390d50].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\Foto de Maurício Chiaramonte [360fda8b].jpg,2,1280x665,1280x670,rajada/incerto
D:\MÍDIA\2015\2015-01\2015-01-09 08.52.55 [014d5344].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2015-01-09 08.52.53 [91f38fc0].jpg,2,3000x2250,3000x2250,rajada/incerto
D:\MÍDIA\2020\2020-09\2020-09-25 [2feb5a39].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [7f7e9ccf].jpg,2,1280x960,1280x960,rajada/incerto
D:\MÍDIA\2020\2020-09\2020-09-25 [cd4fd772].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [9b3ecb0b].jpg,4,1280x960,1280x960,rajada/incerto
D:\MÍDIA\2020\2020-09\2020-09-25 [1fd60d2f].jpg,D:\MÍDIA\2020\2020-09\2020-09-25 [9b3ecb0b].jpg,2,1280x960,1280x960,rajada/incerto
D:\MÍDIA\2021\2021-01\2021-01-30 [a29d51ec].jpg,D:\MÍDIA\2021\2021-01\2021-01-30 [ed86eb80].jpg,2,959x1280,959x1280,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2019-01-07 23.37.00 [14c2ddaa].jpg,D:\MÍDIA\2018\2018-11\2018-11-26 [8bc0cbd9].jpg,1,1080x603,1328x747,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Documentos\2021-03-18 21.20.16 [35f80aa7].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.26.45 [383de4a4].jpg,2,4032x2268,4032x3024,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Documentos\2021-03-18 21.18.55 [52b6f553].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.26.45 [383de4a4].jpg,3,4032x2268,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-04\2019-04-19 16.15.20 [372bce8e].jpg,D:\MÍDIA\2019\2019-04\2019-04-19 16.15.21 [a4f105c2].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-25 09.39.06 [e5ee84c8].jpg,D:\MÍDIA\2019\2019-04\2019-04-23 12.47.29 [511cf88c].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-06\2019-06-07 06.50.37 [d0fd1acd].jpg,D:\MÍDIA\2019\2019-08\2019-08-29 06.28.08 [69c87aaf].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-07\2019-07-06 12.23.28 [547ba3c2].jpg,D:\MÍDIA\2019\2019-07\2019-07-06 12.23.28 [c84f7071].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-07\2019-07-20 06.54.44 [3341eac1].jpg,D:\MÍDIA\2020\2020-02\2020-02-13 12.32.07 [75c90435].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2016\2016-09\2016-09-25 20.49.34 [803f22bc].jpg,D:\MÍDIA\2020\2020-02\2020-02-13 12.32.07 [75c90435].jpg,1,4000x3000,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-09\2019-09-12 19.29.36 [c7fe179e].jpg,D:\MÍDIA\2019\2019-09\2019-09-12 19.29.35 [552264b2].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-12 11.28.38 [ac6f8e6d].jpg,D:\MÍDIA\2019\2019-10\2019-10-12 11.28.40 [497afe83].jpg,1,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-12\2019-12-20 07.14.02 [69a36d9f].jpg,D:\MÍDIA\2019\2019-12\2019-12-20 07.14.02 [9942b8bf].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Documentos\2020-02-03 12.01.22 [59c3ff98].jpg,D:\MÍDIA\0000 SEM DATA\Documentos\2020-02-03 12.01.22 [6f9dc41c].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2020-03-08 20.00.11 [b3dd5e5c].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2020-03-08 20.00.11 [fecfbb37].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\0000 SEM DATA\Sem ano\2020-03-08 20.00.27 [fea4fcea].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2020-03-08 20.00.27 [19cca783].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-05\2020-05-30 17.47.02 [9171c5d8].jpg,D:\MÍDIA\2020\2020-05\2020-05-30 17.47.02 [4be06616].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2019\2019-10\2019-10-07 [dc2f2dde].jpg,D:\MÍDIA\0000 SEM DATA\Sem ano\2019-08-17 17.22.29 [a052a3ca].jpg,1,1040x1280,1066x1311,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-24 11.23.59 [a4fd5e57].jpg,D:\MÍDIA\2020\2020-02\2020-02-24 11.24.00 [11d5e5a9].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\2020\2020-02\2020-02-15 10.29.18 [5d2d6983].jpg,D:\MÍDIA\2020\2020-02\2020-02-15 10.29.18 [6798f3b4].jpg,2,3264x2448,3264x2448,rajada/incerto
D:\MÍDIA\2020\2020-01\2020-01-25 18.24.12 [5f1ce8f3].jpg,D:\MÍDIA\2020\2020-01\2020-01-25 18.24.12 [65e7b126].jpg,2,4032x3024,4032x3024,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [2d4be912].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [a76e4302].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [e24bb2e6].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [3998fd60].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [22493702].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [431d6240].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [33c9723d].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [c94bb1b9].jpg,2,850x1280,850x1280,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [b8b55e50].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [909f0a78].jpg,2,850x1280,850x1280,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [b00bc9b8].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [688649bd].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [96ab77de].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [688649bd].jpg,3,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [39019524].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [856703de].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [5c8d1a82].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [4207708d].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [8260108e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [79d69778].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [5308a73a].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [6ceff82a].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [a72109b2].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [da8c1a92].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [0dec468f].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [26889763].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [28c32134].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [d8e77cc5].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [4a26af8e].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [bb120968].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\2013\2013-10\2013-10-08 22.48.09 [069f5cdf].jpg,D:\MÍDIA\2013\2013-10\2013-10-08 22.48.09 [c70fcde1].jpg,2,850x1280,850x1280,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [4e9c5aa9].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [b7f2d617].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [2a0f4cde].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [ec60ec16].jpg,2,850x1280,850x1280,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [3f9a8880].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [19df7b31].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [027292f0].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [ddf66fed].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [accdb97b].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [a2fbbf42].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [c9aada28].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [7606c48f].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [ffae87f5].jpg,D:\MÍDIA\0000 SEM DATA\FOTOS AVULSAS\2013\2013 [dff1fe4b].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [a31873cd].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [619efd55].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [632ce5cb].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [db506d5e].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [9fb56453].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [4d32453c].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [a7bdf930].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [174d283a].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [32a3bf4d].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [6297d4d8].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [7fce0fd8].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [0ddfd006].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [6be5d11d].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [0823aebc].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [35b185b1].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [8e9428ed].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [7ea78588].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [644aaa4e].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [8c660cc0].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [c1178606].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [ffddc399].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [d73f3e18].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [0cbafc4e].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [0b7daf2d].jpg,2,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [c7a13017].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [9a1b0758].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [5947c678].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [2fad522a].jpg,1,1280x850,1280x850,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [1d1d5922].jpg,D:\MÍDIA\2013\2013-10\2013-10-08 22.51.34 [6f630e94].jpg,2,850x1280,850x1280,rajada/incerto
D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [bf3d54bd].jpg,D:\MÍDIA\0000 SEM DATA\EVENTOS\Casamento do Vinícius\2013 [5aae43c2].jpg,1,1280x850,1280x850,rajada/incerto
