"ID","Nome (Artigo)","Texto do Artigo"
"2037","Art. 251, Parágrafo único","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VII - DOS DEPUTADOS > CAPÍTULO VI - DA LICENÇA PARA INSTAURAÇÃO
Dispositivo: Art. 251, Parágrafo único

Art. 251. Recebida a solicitação ou os autos de flagrante, o Presidente despachará o expediente à Comissão de Constituição e Justiça e de Cidadania, observadas as seguintes normas: (“Caput” do artigo com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)
Parágrafo único. Estando em recesso a Casa, as atribuições conferidas à Comissão de Constituição e Justiça e de Cidadania e ao Plenário serão exercidas cumulativamente pela Comissão Representativa do Congresso Nacional, a que se reporta o §4º do Art. 58 da Constituição Federal, se assim dispuser o Regimento Comum; caso contrário, as mencionadas atribuições serão desempenhadas plenamente pela Mesa, ad referendum do Plenário. (Parágrafo único com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"2038","Art. 252","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:"
"2039","Art. 252, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, I

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
I - a assinatura de cada eleitor deverá ser acompanhada de seu nome completo e legível, endereço e dados identificadores de seu título eleitoral;"
"2040","Art. 252, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, II

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
II - as listas de assinatura serão organizadas por Município e por Estado, Território e Distrito Federal, em formulário padronizado pela Mesa da Câmara;"
"2041","Art. 252, III","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, III

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
III - será lícito a entidade da sociedade civil patrocinar a apresentação de projeto de lei de iniciativa popular, responsabilizando-se inclusive pela coleta das assinaturas;"
"2042","Art. 252, IV","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, IV

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
IV - o projeto será instruído com documento hábil da Justiça Eleitoral quanto ao contingente de eleitores alistados em cada Unidade da Federação, aceitando-se, para esse fim, os dados referentes ao ano anterior, se não disponíveis outros mais recentes;"
"2043","Art. 252, V","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, V

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
V - o projeto será protocolizado perante a Secretaria-Geral da Mesa, que verificará se foram cumpridas as exigências constitucionais para sua apresentação;"
"2044","Art. 252, VI","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, VI

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
VI - o projeto de lei de iniciativa popular terá a mesma tramitação dos demais, integrando a numeração geral das proposições;"
"2045","Art. 252, VII","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, VII

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
VII - nas Comissões ou em Plenário, transformado em Comissão Geral, poderá usar da palavra para discutir o projeto de lei, pelo prazo de vinte minutos, o primeiro signatário, ou quem este tiver indicado quando da apresentação do projeto;"
"2046","Art. 252, VIII","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, VIII

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
VIII - cada projeto de lei deverá circunscrever-se a um único assunto, podendo, caso contrário, ser desdobrado pela Comissão de Constituição e Justiça e de Cidadania em proposições autônomas, para tramitação em separado; (Inciso com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"2047","Art. 252, IX","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, IX

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
IX - não se rejeitará, liminarmente, projeto de lei de iniciativa popular por vícios de linguagem, lapsos ou imperfeições de técnica legislativa, incumbindo à Comissão de Constituição e Justiça e de Cidadania escoimá-lo dos vícios formais para sua regular tramitação; (Inciso com redação adaptada à Resolução nº 20, de 2004, conforme republicação determinada pelo Ato da Mesa nº 71, de 2005)"
"2048","Art. 252, X","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO I - DA INICIATIVA POPULAR DE LEI
Dispositivo: Art. 252, X

Art. 252. A iniciativa popular pode ser exercida pela apresentação à Câmara dos Deputados de projeto de lei subscrito por, no mínimo, um centésimo do eleitorado nacional, distribuído pelo menos por cinco Estados, com não menos de três milésimos dos eleitores de cada um deles, obedecidas as seguintes condições:
X - a Mesa designará Deputado para exercer, em relação ao projeto de lei de iniciativa popular, os poderes ou atribuições conferidos por este Regimento ao Autor de proposição, devendo a escolha recair sobre quem tenha sido, com a sua anuência, previamente indicado com essa finalidade pelo primeiro signatário do projeto."
"2049","Art. 253","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 253

Art. 253. As petições, reclamações, representações ou queixas apresentadas por pessoas físicas ou jurídicas contra atos ou omissões das autoridades ou entidades públicas, ou imputados a membros da Casa, serão recebidas e examinadas pela Ouvidoria Parlamentar, pelas Comissões ou pela Mesa, conforme o caso, desde que:"
"2050","Art. 253, I","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 253, I

Art. 253. As petições, reclamações, representações ou queixas apresentadas por pessoas físicas ou jurídicas contra atos ou omissões das autoridades ou entidades públicas, ou imputados a membros da Casa, serão recebidas e examinadas pela Ouvidoria Parlamentar, pelas Comissões ou pela Mesa, conforme o caso, desde que:
I – encaminhadas por escrito ou por meio eletrônico, devidamente identificadas em formulário próprio, ou por telefone, com a identificação do autor;"
"2051","Art. 253, II","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 253, II

Art. 253. As petições, reclamações, representações ou queixas apresentadas por pessoas físicas ou jurídicas contra atos ou omissões das autoridades ou entidades públicas, ou imputados a membros da Casa, serão recebidas e examinadas pela Ouvidoria Parlamentar, pelas Comissões ou pela Mesa, conforme o caso, desde que:
II – o assunto envolva matéria de competência da Câmara dos Deputados. (Artigo com redação dada pela Resolução nº 19, de 2001)"
"2052","Art. 254","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 254

Art. 254. A participação da sociedade civil poderá, ainda, ser exercida mediante o oferecimento de sugestões de iniciativa legislativa, de pareceres técnicos, de exposições e propostas oriundas de entidades científicas e culturais e de qualquer das entidades mencionadas na alínea a do inciso XII do Art. 32. (Numeração do dispositivo citado (alínea “a” do inciso XII do Art. 32) adaptada aos termos da Resolução nº 20, de 2004, conforme Ato da Mesa nº 80, de 2006)"
"2053","Art. 254, §1º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 254, §1º

Art. 254. A participação da sociedade civil poderá, ainda, ser exercida mediante o oferecimento de sugestões de iniciativa legislativa, de pareceres técnicos, de exposições e propostas oriundas de entidades científicas e culturais e de qualquer das entidades mencionadas na alínea a do inciso XII do Art. 32. (Numeração do dispositivo citado (alínea “a” do inciso XII do Art. 32) adaptada aos termos da Resolução nº 20, de 2004, conforme Ato da Mesa nº 80, de 2006)
§1º As sugestões de iniciativa legislativa que, observado o disposto no inciso I do artigo 253, receberem parecer favorável da Comissão de Legislação Participativa serão transformadas em proposição legislativa de sua iniciativa, que será encaminhada à Mesa para tramitação."
"2054","Art. 254, §2º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 254, §2º

Art. 254. A participação da sociedade civil poderá, ainda, ser exercida mediante o oferecimento de sugestões de iniciativa legislativa, de pareceres técnicos, de exposições e propostas oriundas de entidades científicas e culturais e de qualquer das entidades mencionadas na alínea a do inciso XII do Art. 32. (Numeração do dispositivo citado (alínea “a” do inciso XII do Art. 32) adaptada aos termos da Resolução nº 20, de 2004, conforme Ato da Mesa nº 80, de 2006)
§2º As sugestões que receberem parecer contrário da Comissão de Legislação Participativa serão encaminhadas ao arquivo."
"2055","Art. 254, §3º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 254, §3º

Art. 254. A participação da sociedade civil poderá, ainda, ser exercida mediante o oferecimento de sugestões de iniciativa legislativa, de pareceres técnicos, de exposições e propostas oriundas de entidades científicas e culturais e de qualquer das entidades mencionadas na alínea a do inciso XII do Art. 32. (Numeração do dispositivo citado (alínea “a” do inciso XII do Art. 32) adaptada aos termos da Resolução nº 20, de 2004, conforme Ato da Mesa nº 80, de 2006)
§3º Aplicam-se à apreciação das sugestões pela Comissão de Legislação Participativa, no que couber, as disposições regimentais relativas ao trâmite dos projetos de lei nas Comissões."
"2056","Art. 254, §4º","Documento: Regimento Interno da Câmara dos Deputados
Hierarquia: TÍTULO VIII - DA PARTICIPAÇÃO DA SOCIEDADE CIVIL > CAPÍTULO II - DAS PETIÇÕES E REPRESENTAÇÕES E OUTRAS FORMAS DE PARTICIPAÇÃO
Dispositivo: Art. 254, §4º

Art. 254. A participação da sociedade civil poderá, ainda, ser exercida mediante o oferecimento de sugestões de iniciativa legislativa, de pareceres técnicos, de exposições e propostas oriundas de entidades científicas e culturais e de qualquer das entidades mencionadas na alínea a do inciso XII do Art. 32. (Numeração do dispositivo citado (alínea “a” do inciso XII do Art. 32) adaptada aos termos da Resolução nº 20, de 2004, conforme Ato da Mesa nº 80, de 2006)
§4º As demais formas de participação recebidas pela Comissão de Legislação Participativa serão encaminhadas à Mesa para distribuição à Comissão ou Comissões competentes para o exame do respectivo mérito, ou à Ouvidoria, conforme o caso. (Artigo com redação dada pela Resolução nº 21, de 2001)"
